04E490,d_g_DataTitleScreenCrystals02,"DATA: Title screen crystals - compressed graphics part 02 ($04e490)\n	$04e490-$04e51f ($60 bytes)\n	in file: $026490-$02651f\n\norg $04e490"
04FCC0,d_g_DataTitleScreenCrystals03,"DATA: Title screen crystals - compressed graphics part 01 ($04fcc0)\n	$04fcc0-$04fe9f ($60 bytes)\n	in file: $027cc0-$027e9f\n\norg $04fcc0"
0B8CD9,d_DataTilesets,"DATA:  ($0b8cd9)\n		accessed in $a byte chunks\n	bytes $00-$01 are ??? TODO: what are these\n	bytes $2-$9 of each are indexes into tile graphics data (label = DataTiles)\n		values $00-$21 are indexes, $FF means clear section\n	ends up in $1918-$1921\n\norg $0b8cd9"
008000,fn_MainEntryPoint,"game entry point (everything starts here)\norg $8000"
008247,fn_BasicInit,"ROUTINE: Basic init ($008247)\n	Screen off, no interupts, AXY => 8bit\norg $008247"
008504,fn_Copy8ColorsFromD8E4,"ROUTINE: Copy 8 Colors from $d8e4 ($008504)\n	copies $8 colors ($10 bytes)\n	data starts at $d8e4\nparameters:\n	A => starting color index\n	X => source address offset\ndirectpage should be $4300\ndma control $4350 should be set\ndma destination $4351 should be set\ndma databank $4354 should be set\n\norg $008504"
008C1B,fn_DecompressAddress,"ROUTINE: DecompressAddress ($008c1b)\n	expands the address stored in A.low\nparameters:\n	A => compressed address\nreturns:\n	X => ((bits 3-5 of A) * 2) + (bits 0-2 of A)\n		so values can be: $00 to $77 (with bit 3 always 0)\n	A => decompressed address\n		(((X * 2) + X) * 16) + $8000 (bottom 4 bits always 0)\n		so values can be: $8000 to $9650\nTODO: maybe rename when other address expanders are found or we figure out what this is for\n\norg $008c1b"
008D8A,fn_DecompressAddressUnlessFF,"ROUTINE:  ($008d8a)\nparameters:\n	A => compressed address\n		if $ff then return $ffff\nreturns:\n	X => decompressed address\n		$ffff when A is $ff\n\norg $008d8a"
008D8E,fn_DecompressAddressUnlessFF__NotFF
008D93,fn_DecompressAddressUnlessFF__IsFF
008DDF,fn_CopyTilesToVRAM,"ROUTINE: Copy tiles to VRAM ($008ddf)\n	loops Y times, writing one tile to VRAM each time\n		copies $10 bytes to vram, then copies $8 bytes as the low byte using the same high byte loaded from $00f0-$00f1\n		so if data for last $8 bytes is = $AA $BB $CC... and $00f0 = $5500, then the second part would write as $55AA $55BB $55CC...\nparameters:\n	databank => source address bank\n	X => source address offset\n	Y => number of times to loop\n	ram $00f0 => high byte (which is at $00f1) will be used as high byte for second half of copies\n$2115-$2117 should be set up with vram options and vram destination address\n\norg $008ddf"
008DE8,fn_CopyTilesToVRAM__Loop
008EC4,fn_LoadTilesAndColors,"ROUTINE: LoadTilesAndColors ($008ec4)\n	loads tiles from $078030 ($038030 in file)\n		viewable in 2bpp, 2 dimensional, 32 blocks wide in TileMolester\n		the 8bit address translation causes this output\nTODO: what are we actually loading? overworld? city? title?\n	text and menu outline and stuff and part of title screen\nTODO: finish code/comment cleanup\nTODO: Better label name\n\norg $008ec4"
008F55,fn_LoadTilesAndColors_Loop
008FB4,fn_Copy4ColorsToCGRAM,"ROUTINE: Copy $4 colors to CGRAM ($008fb4)\nparameters:\n	A => the starting color index\n	X => source address offset\ndirect page => $2100, so the writes are to registers\nAXY => 8bit\n\norg $008fb4"
00c54B,fn_Clear417BytesAtY,"ROUTINE: Clear 417/$1A1 bytes at Y ($00c56b)\n	fills $0d*$20 bytes ($1A0) with $00, starting at Y\n	clears one additional byte, so $1A1 or 417 bytes are cleared\n	the extra byte seems like an error\nparameters:\n	Y => destination offset\n\norg $00c54b"
00c54F,fn_Clear417BytesAtY__Loop
